sales_order_id,project_id,material_id,order_type,order_status,payment_status,customer_name,customer_type,sales_rep_id,order_date,delivery_date,quantity,unit_price,revenue,cogs,gross_margin,margin_pct,tax_rate,tax_amount,total_amount,currency,delivery_terms,description,created_date
SO-2022-0000498,PRJ-2019-00738,MAT-00000199,STANDARD,IN_PROGRESS,PARTIALLY_PAID,"Smith, Davis and Thomas",INTERNAL,EMP-000772,2022-05-24,2022-07-11,292,154.12,45003.34,27363.09,17640.25,39.2,0.0,0.0,45003.34,SAR,DDP,Itself ask develop bag also his.,2022-05-24
SO-2020-0000499,PRJ-2024-00779,MAT-00000352,RETURN,DELIVERED,PAID,Mendez-Meyer,GOVERNMENT,EMP-000294,2020-10-22,2021-03-26,314,51.27,-16099.97,12227.92,3872.05,24.05,0.0,0.0,-16099.97,SAR,DAP,Arm similar compare manager action sure.,2020-10-22
SO-2022-0000500,PRJ-2019-00883,MAT-00000222,STANDARD,DELIVERED,UNBILLED,"Mitchell, Johnson and Greene",EXTERNAL,EMP-000742,2022-05-07,2022-08-12,447,16.83,7523.6,5319.39,2204.21,29.3,0.0,0.0,7523.6,SAR,DAP,Recognize past purpose growth pretty wish.,2022-05-07
SO-2020-0000501,PRJ-2020-00936,MAT-00000588,STANDARD,DRAFT,OVERDUE,Shea Group,EXTERNAL,EMP-000006,2020-08-05,2021-01-01,259,927.45,240209.4,188172.62,52036.78,21.66,0.0,0.0,240209.4,USD,FCA,Prove if customer address region.,2020-08-05
SO-2025-0000502,PRJ-2024-00101,MAT-00000464,STANDARD,DELIVERED,UNBILLED,Dunn Ltd,INTERNAL,EMP-000635,2025-03-09,2025-06-22,487,2155.68,1049815.47,821949.42,227866.05,21.71,0.0,0.0,1049815.47,USD,EXW,Trip give white everybody paper create.,2025-03-09
SO-2019-0000503,PRJ-2024-00492,MAT-00000686,STANDARD,DELIVERED,PAID,Andrews-Green,GOVERNMENT,EMP-000431,2019-08-26,2019-10-14,500,14.7,7347.74,5480.79,1866.95,25.41,0.05,367.39,7715.13,SAR,CIF,Media next me future bring.,2019-08-26
SO-2024-0000504,PRJ-2024-00476,MAT-00000721,STANDARD,DELIVERED,PARTIALLY_PAID,"Frye, Walter and Li",GOVERNMENT,EMP-000775,2024-05-31,2024-10-01,272,512.17,139309.57,107642.79,31666.78,22.73,0.0,0.0,139309.57,USD,DAP,Economic kind help low during fund.,2024-05-31
SO-2023-0000505,PRJ-2024-00590,MAT-00000814,BLANKET,CONFIRMED,OVERDUE,Maldonado-Mosley,GOVERNMENT,EMP-000279,2023-12-12,2024-03-28,29,778.01,22562.31,17687.5,4874.81,21.61,0.15,3384.35,25946.66,SAR,CIF,Loss election him.,2023-12-12
SO-2022-0000506,PRJ-2019-00634,MAT-00000042,STANDARD,DELIVERED,PAID,Rhodes and Sons,INTERNAL,EMP-000487,2022-03-12,2022-06-19,397,72.63,28834.04,21342.66,7491.38,25.98,0.0,0.0,28834.04,SAR,DDP,Include good movie red enjoy.,2022-03-12
SO-2024-0000507,PRJ-2019-00962,MAT-00000771,RETURN,CLOSED,PAID,Davis-Nunez,EXTERNAL,EMP-000729,2024-05-16,2024-10-05,165,149.23,-24622.33,19457.09,5165.24,20.98,0.05,1231.12,-25853.45,SAR,EXW,Away use live government thus.,2024-05-16
SO-2021-0000508,PRJ-2022-00354,MAT-00000464,STANDARD,CLOSED,PAID,White-Reese,EXTERNAL,EMP-000618,2021-05-30,2021-10-06,423,38.73,16383.24,12008.52,4374.72,26.7,0.15,2457.49,18840.73,USD,FCA,Material current save their.,2021-05-30
SO-2025-0000509,PRJ-2021-00964,MAT-00000905,STANDARD,CLOSED,UNBILLED,Perez and Sons,INTERNAL,EMP-000073,2025-02-09,2025-03-22,92,699.94,64394.43,44926.1,19468.33,30.23,0.05,3219.72,67614.15,SAR,FOB,Green single build bad what manage.,2025-02-09
SO-2022-0000510,PRJ-2019-00155,MAT-00000896,STANDARD,DELIVERED,BILLED,Duran PLC,EXTERNAL,EMP-000267,2022-08-31,2022-12-11,278,61.93,17215.66,14502.36,2713.3,15.76,0.0,0.0,17215.66,USD,EXW,Summer he firm.,2022-08-31
SO-2021-0000511,PRJ-2024-00194,MAT-00000065,RETURN,IN_PROGRESS,OVERDUE,"Melton, Henry and Joyce",GOVERNMENT,EMP-000023,2021-06-25,2021-12-21,211,425.74,-89830.98,68376.47,21454.51,23.88,0.15,13474.65,-103305.63,SAR,FCA,Exactly develop office approach son long.,2021-06-25
SO-2024-0000512,PRJ-2024-00543,MAT-00000863,STANDARD,IN_PROGRESS,BILLED,"Johnson, Reed and Dalton",EXTERNAL,EMP-000678,2024-04-26,2024-09-10,88,631.0,55528.01,44274.54,11253.47,20.27,0.05,2776.4,58304.41,SAR,EXW,Lead build million firm.,2024-04-26
SO-2020-0000513,PRJ-2024-00362,MAT-00000292,CREDIT_NOTE,DELIVERED,BILLED,Smith and Sons,INTERNAL,EMP-000595,2020-12-28,2021-02-19,94,445.09,-41838.74,-30702.49,11136.25,26.62,0.0,0.0,-41838.74,SAR,CIF,Ok foot party employee nature.,2020-12-28
SO-2023-0000514,PRJ-2021-00130,MAT-00000452,STANDARD,IN_PROGRESS,PAID,Adams PLC,EXTERNAL,EMP-000363,2023-07-10,2023-11-15,177,86.7,15346.68,11761.52,3585.16,23.36,0.0,0.0,15346.68,SAR,CIF,Hand material decision red head.,2023-07-10
SO-2019-0000515,PRJ-2019-00943,MAT-00000026,CREDIT_NOTE,CLOSED,OVERDUE,Ramirez-White,EXTERNAL,EMP-000531,2019-10-07,2020-02-27,80,315.08,-25206.14,-20970.32,4235.82,16.8,0.0,0.0,-25206.14,USD,DDP,Without rather sport.,2019-10-07
SO-2021-0000516,PRJ-2021-00993,MAT-00000967,CREDIT_NOTE,DELIVERED,BILLED,"Nelson, Young and Reynolds",GOVERNMENT,EMP-000924,2021-06-23,2021-08-04,465,399.83,-185922.8,-137826.04,48096.76,25.87,0.05,9296.14,-195218.94,EUR,FOB,Cultural son school list act.,2021-06-23
SO-2024-0000517,PRJ-2020-00565,MAT-00000120,STANDARD,DELIVERED,BILLED,Porter-Cowan,INTERNAL,EMP-000432,2024-11-07,2025-05-04,168,755.52,126928.06,87497.65,39430.41,31.07,0.0,0.0,126928.06,SAR,CIF,Military result size feel no nothing huge.,2024-11-07
SO-2020-0000518,PRJ-2024-00024,MAT-00000086,RETURN,CLOSED,OVERDUE,"Martin, Lewis and King",EXTERNAL,EMP-000670,2020-09-08,2020-12-12,202,68.4,-13817.17,11661.14,2156.03,15.6,0.0,0.0,-13817.17,SAR,EXW,Benefit seat employee growth newspaper special general.,2020-09-08
SO-2024-0000519,PRJ-2019-00370,MAT-00000408,BLANKET,DELIVERED,PARTIALLY_PAID,Martinez-Dillon,GOVERNMENT,EMP-000174,2024-06-06,2024-10-12,177,392.62,69494.19,41908.31,27585.88,39.7,0.05,3474.71,72968.9,SAR,FCA,Current office power company sister great.,2024-06-06
SO-2022-0000520,PRJ-2019-00760,MAT-00000426,STANDARD,CONFIRMED,PAID,"Dixon, Hampton and Griffin",EXTERNAL,EMP-000978,2022-03-13,2022-08-24,374,494.14,184809.47,152362.64,32446.83,17.56,0.05,9240.47,194049.94,SAR,CIF,High expert place.,2022-03-13
SO-2022-0000521,PRJ-2020-00889,MAT-00000538,STANDARD,CANCELLED,UNBILLED,Oneill Ltd,JV_PARTNER,EMP-000462,2022-07-29,2023-01-22,46,108.7,5000.0,3945.14,1054.86,21.1,0.0,0.0,5000.0,SAR,DAP,Instead partner if trade bad.,2022-07-29
SO-2022-0000522,PRJ-2021-00728,MAT-00000582,CREDIT_NOTE,CONFIRMED,PAID,Perez-Stewart,EXTERNAL,EMP-000924,2022-06-04,2022-11-14,252,536.79,-135271.65,-90952.03,44319.62,32.76,0.0,0.0,-135271.65,USD,DDP,Report painting house thought.,2022-06-04
SO-2020-0000523,PRJ-2020-00028,MAT-00000811,STANDARD,IN_PROGRESS,PAID,Adkins-Meyer,EXTERNAL,EMP-000002,2020-12-06,2021-03-03,64,346.26,22160.45,16822.89,5337.56,24.09,0.15,3324.07,25484.52,SAR,FCA,Including contain age road product.,2020-12-06
SO-2024-0000524,PRJ-2020-00251,MAT-00000030,BLANKET,DELIVERED,OVERDUE,"Haynes, Miller and Jackson",EXTERNAL,EMP-000133,2024-09-03,2025-02-08,186,757.6,140913.01,105645.7,35267.31,25.03,0.15,21136.95,162049.96,SAR,FCA,Believe view list.,2024-09-03
SO-2022-0000525,PRJ-2020-00998,MAT-00000711,STANDARD,CLOSED,UNBILLED,Johnson Group,EXTERNAL,EMP-000133,2022-03-16,2022-06-19,298,63.94,19055.5,12669.7,6385.8,33.51,0.0,0.0,19055.5,USD,CIF,Share bar energy choice pressure those.,2022-03-16
SO-2020-0000526,PRJ-2023-00055,MAT-00000280,STANDARD,CANCELLED,UNBILLED,Perez-Rojas,JV_PARTNER,EMP-000482,2020-09-28,2021-03-24,149,33.56,5000.0,3444.98,1555.02,31.1,0.05,250.0,5250.0,SAR,FCA,Phone capital stuff agreement professional.,2020-09-28
SO-2020-0000527,PRJ-2024-00784,MAT-00000097,BLANKET,DELIVERED,OVERDUE,Lin-Mcdonald,INTERNAL,EMP-000747,2020-05-18,2020-09-01,351,14.85,5211.83,4204.41,1007.42,19.33,0.05,260.59,5472.42,USD,FOB,Various nature career way much opportunity.,2020-05-18
SO-2019-0000528,PRJ-2020-00141,MAT-00000531,STANDARD,DELIVERED,PARTIALLY_PAID,Welch-Fields,INTERNAL,EMP-000403,2019-03-21,2019-08-10,53,1214.19,64352.27,53264.18,11088.09,17.23,0.0,0.0,64352.27,SAR,DAP,Itself policy move training loss dinner.,2019-03-21
SO-2023-0000529,PRJ-2019-00707,MAT-00000852,RETURN,CLOSED,PAID,Ramos LLC,GOVERNMENT,EMP-000658,2023-02-09,2023-03-24,214,413.07,-88396.16,70773.95,17622.21,19.94,0.05,4419.81,-92815.97,EUR,DDP,Employee field a spring summer.,2023-02-09
SO-2021-0000530,PRJ-2022-00320,MAT-00000708,STANDARD,DELIVERED,OVERDUE,Mitchell-Nichols,INTERNAL,EMP-000484,2021-03-30,2021-06-29,497,31.03,15421.61,11269.81,4151.8,26.92,0.05,771.08,16192.69,USD,FOB,Water local across involve fall discuss.,2021-03-30
SO-2020-0000531,PRJ-2021-00878,MAT-00000711,BLANKET,IN_PROGRESS,BILLED,Kelley and Sons,INTERNAL,EMP-000171,2020-02-27,2020-03-31,218,715.79,156043.28,131899.86,24143.42,15.47,0.15,23406.49,179449.77,SAR,DDP,Think join economic resource position.,2020-02-27
SO-2019-0000532,PRJ-2024-00202,MAT-00000111,BLANKET,DELIVERED,UNBILLED,Walker-Miller,EXTERNAL,EMP-000032,2019-02-03,2019-05-05,130,38.46,5000.0,3148.65,1851.35,37.03,0.0,0.0,5000.0,USD,EXW,Dream share travel space range expect sea.,2019-02-03
SO-2023-0000533,PRJ-2020-00211,MAT-00000602,STANDARD,IN_PROGRESS,UNBILLED,Gutierrez-Castaneda,EXTERNAL,EMP-000260,2023-10-24,2024-02-04,483,112.27,54224.08,44000.96,10223.12,18.85,0.05,2711.2,56935.28,EUR,FCA,Carry book lay laugh.,2023-10-24
SO-2023-0000534,PRJ-2023-00248,MAT-00000518,STANDARD,CLOSED,PAID,"Dean, Lopez and Smith",JV_PARTNER,EMP-000710,2023-05-25,2023-07-21,367,26.53,9734.93,7128.01,2606.92,26.78,0.0,0.0,9734.93,SAR,FCA,Wide against win.,2023-05-25
SO-2019-0000535,PRJ-2021-00947,MAT-00000220,RETURN,DELIVERED,PAID,Adams-Espinoza,JV_PARTNER,EMP-000642,2019-04-03,2019-07-16,345,65.28,-22521.95,14555.52,7966.43,35.37,0.0,0.0,-22521.95,SAR,DAP,Do character management.,2019-04-03
SO-2020-0000536,PRJ-2023-00418,MAT-00000116,CREDIT_NOTE,CONFIRMED,BILLED,Fisher-Floyd,EXTERNAL,EMP-000928,2020-12-26,2021-03-23,391,164.41,-64286.05,-40755.95,23530.1,36.6,0.05,3214.3,-67500.35,SAR,CIF,Your less social form such weight.,2020-12-26
SO-2022-0000537,PRJ-2024-00119,MAT-00000395,STANDARD,CLOSED,PAID,Adams Group,JV_PARTNER,EMP-000406,2022-07-28,2022-10-24,116,141.99,16471.39,13346.32,3125.07,18.97,0.15,2470.71,18942.1,SAR,EXW,Myself consider time.,2022-07-28
SO-2025-0000538,PRJ-2022-00822,MAT-00000488,STANDARD,DRAFT,PAID,Roth-Clayton,INTERNAL,EMP-000828,2025-09-25,2025-10-30,203,165.66,33629.76,25828.46,7801.3,23.2,0.05,1681.49,35311.25,SAR,FCA,Window research his.,2025-09-25
SO-2023-0000539,PRJ-2020-00105,MAT-00000760,STANDARD,CANCELLED,UNBILLED,Wright-Vang,GOVERNMENT,EMP-000212,2023-03-04,2023-05-16,305,888.14,270882.17,185461.62,85420.55,31.53,0.05,13544.11,284426.28,USD,CIF,Leave side miss word.,2023-03-04
SO-2025-0000540,PRJ-2024-00731,MAT-00000785,STANDARD,CLOSED,PAID,Price-Ali,JV_PARTNER,EMP-000729,2025-12-08,2026-05-25,183,137.71,25201.59,21063.65,4137.94,16.42,0.05,1260.08,26461.67,EUR,DAP,City rock seat near business.,2025-12-08
SO-2021-0000541,PRJ-2020-00151,MAT-00000787,STANDARD,IN_PROGRESS,PAID,Little-Gonzalez,GOVERNMENT,EMP-000591,2021-02-20,2021-03-19,69,3039.45,209722.01,158779.01,50943.0,24.29,0.0,0.0,209722.01,SAR,EXW,Tell design both.,2021-02-20
SO-2020-0000542,PRJ-2021-00392,MAT-00000620,STANDARD,IN_PROGRESS,PAID,"Hamilton, Smith and Bauer",INTERNAL,EMP-000828,2020-09-09,2021-01-20,339,32.44,10997.68,8688.64,2309.04,21.0,0.15,1649.65,12647.33,USD,DDP,Build smile across among situation little.,2020-09-09
SO-2023-0000543,PRJ-2022-00268,MAT-00000556,RETURN,DELIVERED,UNBILLED,"Moore, Townsend and Wright",EXTERNAL,EMP-000468,2023-07-16,2023-11-22,221,599.77,-132548.81,104844.95,27703.86,20.9,0.0,0.0,-132548.81,SAR,DDP,Before peace us young personal art.,2023-07-16
SO-2019-0000544,PRJ-2024-00034,MAT-00000182,BLANKET,CLOSED,OVERDUE,"Moore, Herrera and Rodriguez",EXTERNAL,EMP-000690,2019-06-09,2019-09-30,221,2354.75,520399.95,333595.13,186804.82,35.9,0.0,0.0,520399.95,SAR,FCA,Discussion word small series south just.,2019-06-09
SO-2022-0000545,PRJ-2019-00676,MAT-00000568,STANDARD,DELIVERED,PAID,Smith Group,EXTERNAL,EMP-000834,2022-05-15,2022-10-02,29,172.41,5000.0,3195.39,1804.61,36.09,0.05,250.0,5250.0,SAR,FCA,Right economy always religious next.,2022-05-15
SO-2021-0000546,PRJ-2024-00785,MAT-00000292,STANDARD,DELIVERED,BILLED,"Terry, Lopez and Lopez",GOVERNMENT,EMP-000447,2021-10-26,2021-11-15,415,43.66,18117.93,12530.41,5587.52,30.84,0.15,2717.69,20835.62,USD,DDP,Food life test out team.,2021-10-26
SO-2019-0000547,PRJ-2021-00439,MAT-00000354,STANDARD,CONFIRMED,BILLED,Jones and Sons,GOVERNMENT,EMP-000478,2019-02-13,2019-03-15,160,889.3,142287.96,93718.75,48569.21,34.13,0.15,21343.19,163631.15,SAR,FOB,Fast enjoy happen a point.,2019-02-13
SO-2019-0000548,PRJ-2024-00552,MAT-00000334,STANDARD,CLOSED,PAID,Gross-Andrade,EXTERNAL,EMP-000040,2019-12-23,2020-05-05,137,322.29,44153.7,36442.36,7711.34,17.46,0.0,0.0,44153.7,EUR,DDP,Task simply draw return probably much.,2019-12-23
SO-2023-0000549,PRJ-2022-00400,MAT-00000331,STANDARD,DELIVERED,PAID,Lee-Vega,INTERNAL,EMP-000714,2023-12-08,2024-03-17,255,409.71,104476.64,68064.14,36412.5,34.85,0.15,15671.5,120148.14,SAR,DDP,Child executive important focus benefit probably.,2023-12-08
SO-2020-0000550,PRJ-2023-00509,MAT-00000651,STANDARD,CLOSED,BILLED,Conley and Sons,EXTERNAL,EMP-000955,2020-07-24,2020-10-03,153,158.16,24197.93,16122.81,8075.12,33.37,0.15,3629.69,27827.62,EUR,FCA,Them dark magazine better.,2020-07-24
SO-2025-0000551,PRJ-2022-00593,MAT-00000098,STANDARD,CONFIRMED,PAID,"May, Price and Burns",GOVERNMENT,EMP-000744,2025-02-09,2025-08-08,108,631.28,68178.51,49007.88,19170.63,28.12,0.05,3408.93,71587.44,SAR,CIF,Red eight hand paper audience us.,2025-02-09
SO-2022-0000552,PRJ-2024-00680,MAT-00000553,STANDARD,DELIVERED,PAID,Rios Inc,EXTERNAL,EMP-000440,2022-04-03,2022-04-21,391,121.24,47405.05,33814.36,13590.69,28.67,0.15,7110.76,54515.81,SAR,FOB,Song art newspaper voice indeed.,2022-04-03
SO-2023-0000553,PRJ-2022-00512,MAT-00000219,CREDIT_NOTE,CLOSED,PAID,Bauer-Brown,GOVERNMENT,EMP-000812,2023-08-11,2024-01-16,273,1264.21,-345128.85,-287937.8,57191.05,16.57,0.15,51769.33,-396898.18,SAR,FOB,Entire American audience fight war whether.,2023-08-11
SO-2021-0000554,PRJ-2023-00474,MAT-00000152,STANDARD,CLOSED,PARTIALLY_PAID,Garcia and Sons,GOVERNMENT,EMP-000331,2021-11-21,2022-01-26,164,534.73,87695.97,62163.04,25532.93,29.12,0.0,0.0,87695.97,SAR,CIF,History cover prevent now way next.,2021-11-21
SO-2024-0000555,PRJ-2024-00165,MAT-00000263,STANDARD,DELIVERED,BILLED,"Perry, Garcia and Fowler",EXTERNAL,EMP-000836,2024-08-25,2025-01-10,126,788.49,99349.97,64376.69,34973.28,35.2,0.05,4967.5,104317.47,SAR,FCA,Purpose reflect interview bit society.,2024-08-25
SO-2019-0000556,PRJ-2022-00207,MAT-00000164,STANDARD,IN_PROGRESS,PAID,"Morales, Morgan and Moore",GOVERNMENT,EMP-000387,2019-01-22,2019-06-09,91,354.72,32279.4,24683.01,7596.39,23.53,0.15,4841.91,37121.31,SAR,EXW,Kitchen good firm yard foot he.,2019-01-22
SO-2021-0000557,PRJ-2020-00617,MAT-00000306,CREDIT_NOTE,DELIVERED,PARTIALLY_PAID,"Jordan, Swanson and Franklin",INTERNAL,EMP-000072,2021-03-13,2021-05-26,47,613.05,-28813.25,-22023.63,6789.62,23.56,0.05,1440.66,-30253.91,USD,EXW,Nation heart nearly season growth laugh.,2021-03-13
SO-2023-0000558,PRJ-2020-00681,MAT-00000849,CREDIT_NOTE,CANCELLED,UNBILLED,Smith-Johnson,INTERNAL,EMP-000729,2023-05-02,2023-10-16,453,69.08,-31293.41,-20746.03,10547.38,33.7,0.0,0.0,-31293.41,USD,CIF,Other military year few.,2023-05-02
SO-2025-0000559,PRJ-2022-00599,MAT-00000755,RETURN,CLOSED,OVERDUE,Joyce-Lewis,EXTERNAL,EMP-000517,2025-04-20,2025-07-13,55,1967.16,-108193.68,70812.99,37380.69,34.55,0.0,0.0,-108193.68,SAR,DAP,Against state ready every network.,2025-04-20
SO-2019-0000560,PRJ-2021-00503,MAT-00000547,BLANKET,CONFIRMED,PAID,"Duncan, Duncan and Davis",EXTERNAL,EMP-000496,2019-03-16,2019-06-30,127,250.72,31841.42,22884.86,8956.56,28.13,0.05,1592.07,33433.49,SAR,CIF,Green catch happen old do.,2019-03-16
SO-2019-0000561,PRJ-2022-00661,MAT-00000991,STANDARD,CLOSED,PAID,Davis-Ross,EXTERNAL,EMP-000752,2019-05-03,2019-07-20,470,196.75,92472.1,56747.18,35724.92,38.63,0.15,13870.82,106342.92,SAR,FCA,Safe rich society common.,2019-05-03
SO-2021-0000562,PRJ-2023-00925,MAT-00000832,STANDARD,CLOSED,OVERDUE,"Warner, Weiss and Davis",INTERNAL,EMP-000834,2021-05-11,2021-08-10,466,2889.72,1346610.43,938746.04,407864.39,30.29,0.05,67330.52,1413940.95,USD,FOB,Also space high sister.,2021-05-11
SO-2021-0000563,PRJ-2022-00216,MAT-00000881,CREDIT_NOTE,DELIVERED,OVERDUE,Bailey-Montoya,GOVERNMENT,EMP-000194,2021-05-21,2021-06-24,209,1058.23,-221170.03,-175097.04,46072.99,20.83,0.0,0.0,-221170.03,EUR,DDP,Us building side section support.,2021-05-21
SO-2024-0000564,PRJ-2019-00423,MAT-00000949,BLANKET,CLOSED,PAID,Walters Ltd,EXTERNAL,EMP-000461,2024-09-16,2024-10-16,358,102.56,36715.88,29596.68,7119.2,19.39,0.05,1835.79,38551.67,USD,DAP,Approach modern floor north force.,2024-09-16
SO-2024-0000565,PRJ-2024-00335,MAT-00000465,STANDARD,CONFIRMED,PAID,"Walker, Williams and Dennis",EXTERNAL,EMP-000850,2024-03-10,2024-03-24,406,893.79,362877.61,274893.97,87983.64,24.25,0.15,54431.64,417309.25,USD,CIF,Wife send offer bed it.,2024-03-10
SO-2023-0000566,PRJ-2024-00085,MAT-00000114,STANDARD,CLOSED,PAID,Hernandez-Rogers,GOVERNMENT,EMP-000185,2023-12-18,2024-04-15,67,484.54,32464.0,24747.15,7716.85,23.77,0.15,4869.6,37333.6,SAR,DDP,Number any human be maybe similar.,2023-12-18
SO-2025-0000567,PRJ-2019-00753,MAT-00000137,STANDARD,DELIVERED,PARTIALLY_PAID,Gill Group,EXTERNAL,EMP-000363,2025-07-08,2025-09-06,44,113.64,5000.0,3352.25,1647.75,32.95,0.05,250.0,5250.0,SAR,DAP,Cup house number night young modern.,2025-07-08
SO-2020-0000568,PRJ-2021-00022,MAT-00000971,CREDIT_NOTE,DELIVERED,PAID,Jones Group,GOVERNMENT,EMP-000023,2020-04-11,2020-07-01,499,26.45,-13198.66,-10911.48,2287.18,17.33,0.05,659.93,-13858.59,SAR,DDP,Range office both including half.,2020-04-11
SO-2023-0000569,PRJ-2023-00440,MAT-00000615,STANDARD,CANCELLED,UNBILLED,Flores PLC,EXTERNAL,EMP-000363,2023-01-08,2023-06-05,291,17.18,5000.0,3212.65,1787.35,35.75,0.0,0.0,5000.0,EUR,DDP,Show college glass.,2023-01-08
SO-2025-0000570,PRJ-2024-00690,MAT-00000507,STANDARD,IN_PROGRESS,OVERDUE,Hanson-Alexander,INTERNAL,EMP-000130,2025-09-11,2025-12-31,137,257.95,35338.55,28389.33,6949.22,19.66,0.05,1766.93,37105.48,EUR,DAP,Current health serious table.,2025-09-11
SO-2020-0000571,PRJ-2019-00844,MAT-00000290,BLANKET,DELIVERED,PARTIALLY_PAID,Singh and Sons,EXTERNAL,EMP-000898,2020-04-30,2020-10-19,149,413.1,61551.38,39176.57,22374.81,36.35,0.05,3077.57,64628.95,SAR,DAP,Unit than star add really born.,2020-04-30
SO-2024-0000572,PRJ-2020-00663,MAT-00000470,STANDARD,CONFIRMED,PARTIALLY_PAID,Ruiz-Rivera,GOVERNMENT,EMP-000092,2024-07-15,2024-11-14,352,2102.8,740185.4,572352.72,167832.68,22.67,0.0,0.0,740185.4,SAR,EXW,Deep national seek nature performance yeah.,2024-07-15
SO-2023-0000573,PRJ-2021-00061,MAT-00000054,CREDIT_NOTE,DELIVERED,PARTIALLY_PAID,"Hale, Smith and Aguilar",INTERNAL,EMP-000461,2023-12-30,2024-01-24,344,284.22,-97771.76,-73484.63,24287.13,24.84,0.15,14665.76,-112437.52,SAR,DDP,Analysis color exist smile peace apply.,2023-12-30
SO-2021-0000574,PRJ-2024-00405,MAT-00000688,STANDARD,CLOSED,UNBILLED,"Landry, Jones and Guerrero",GOVERNMENT,EMP-000492,2021-09-10,2021-12-19,87,495.44,43103.06,27794.71,15308.35,35.52,0.15,6465.46,49568.52,SAR,CIF,Ten affect test power discuss.,2021-09-10
SO-2024-0000575,PRJ-2022-00544,MAT-00000444,STANDARD,IN_PROGRESS,OVERDUE,Romero-Mckinney,INTERNAL,EMP-000171,2024-07-03,2024-11-04,499,416.34,207753.67,150580.41,57173.26,27.52,0.05,10387.68,218141.35,EUR,DAP,Machine others because current whom.,2024-07-03
SO-2025-0000576,PRJ-2020-00780,MAT-00000949,STANDARD,DELIVERED,BILLED,"House, Smith and Wright",GOVERNMENT,EMP-000365,2025-10-12,2026-04-06,252,19.84,5000.0,3921.09,1078.91,21.58,0.0,0.0,5000.0,SAR,FOB,Figure majority season adult range green.,2025-10-12
SO-2019-0000577,PRJ-2021-00236,MAT-00000188,STANDARD,CONFIRMED,PAID,Young-Good,EXTERNAL,EMP-000039,2019-01-21,2019-05-28,459,185.74,85256.69,53626.97,31629.72,37.1,0.05,4262.83,89519.52,USD,DDP,Every artist election hit yourself wrong.,2019-01-21
SO-2022-0000578,PRJ-2022-00505,MAT-00000116,RETURN,CONFIRMED,UNBILLED,"Avery, Perez and Peterson",EXTERNAL,EMP-000885,2022-09-18,2022-12-10,93,2046.12,-190288.72,155474.12,34814.6,18.3,0.0,0.0,-190288.72,USD,FOB,Prevent because him whether partner.,2022-09-18
SO-2023-0000579,PRJ-2022-00995,MAT-00000005,BLANKET,CONFIRMED,OVERDUE,"Parks, Butler and Berry",INTERNAL,EMP-000658,2023-02-18,2023-05-27,256,25.46,6516.68,4311.04,2205.64,33.85,0.15,977.5,7494.18,USD,FCA,Wife travel forget my deal.,2023-02-18
SO-2019-0000580,PRJ-2021-00404,MAT-00000383,CREDIT_NOTE,CONFIRMED,PARTIALLY_PAID,Carpenter Ltd,EXTERNAL,EMP-000742,2019-12-04,2020-04-18,236,1410.64,-332911.2,-202149.88,130761.32,39.28,0.15,49936.68,-382847.88,EUR,DAP,Television finally relate model.,2019-12-04
SO-2024-0000581,PRJ-2022-00006,MAT-00000338,BLANKET,CANCELLED,UNBILLED,Jordan and Sons,INTERNAL,EMP-000045,2024-10-18,2024-12-04,375,265.29,99483.25,67770.86,31712.39,31.88,0.15,14922.49,114405.74,SAR,FCA,True fish newspaper we brother fish.,2024-10-18
SO-2021-0000582,PRJ-2019-00331,MAT-00000818,BLANKET,DELIVERED,PAID,Acosta LLC,INTERNAL,EMP-000061,2021-05-03,2021-08-27,131,245.15,32114.67,20011.86,12102.81,37.69,0.0,0.0,32114.67,EUR,FOB,Which field seat start PM.,2021-05-03
SO-2022-0000583,PRJ-2023-00799,MAT-00000413,STANDARD,CANCELLED,UNBILLED,"Hill, Maxwell and Rodriguez",JV_PARTNER,EMP-000406,2022-08-10,2022-11-11,153,1011.04,154689.13,98774.22,55914.91,36.15,0.05,7734.46,162423.59,USD,CIF,Ago worry pay paper.,2022-08-10
SO-2024-0000584,PRJ-2023-00099,MAT-00000853,STANDARD,DELIVERED,OVERDUE,"Hall, Hall and Mcdaniel",GOVERNMENT,EMP-000488,2024-08-04,2024-09-10,289,6245.48,1804942.49,1297952.05,506990.44,28.09,0.15,270741.37,2075683.86,USD,DAP,Bag sister care suffer light.,2024-08-04
SO-2020-0000585,PRJ-2022-00445,MAT-00000646,STANDARD,DELIVERED,OVERDUE,"Brooks, Christian and Henry",EXTERNAL,EMP-000554,2020-03-20,2020-08-07,332,236.91,78652.87,60492.71,18160.16,23.09,0.15,11797.93,90450.8,USD,EXW,Clearly difficult impact.,2020-03-20
SO-2021-0000586,PRJ-2023-00480,MAT-00000448,CREDIT_NOTE,DELIVERED,BILLED,Schaefer Group,EXTERNAL,EMP-000087,2021-05-08,2021-10-02,463,187.65,-86884.15,-54906.22,31977.93,36.81,0.05,4344.21,-91228.36,USD,DAP,Score write serious at.,2021-05-08
SO-2019-0000587,PRJ-2024-00940,MAT-00000047,STANDARD,DELIVERED,UNBILLED,Camacho-Burns,EXTERNAL,EMP-000648,2019-07-01,2019-09-18,292,102.95,30060.24,23002.51,7057.73,23.48,0.05,1503.01,31563.25,USD,EXW,Term thought into simply part.,2019-07-01
